"","Date_Hour","ID","temp","humidity","Latitude","Longitude","Pressure","PM1.0","PM2.5","PM10.0","PM2.5ATM","corrected_PM2.5","t1","logPM2.5"
"288248","2019-01-15 19:00:00",12939,63.2888888888889,46.0222222222222,40.80097,-124.15853,1003.15333333333,1.99977777777778,2.90188888888889,3.07911111111111,2.90188888888889,3.31949644444444,14.7916666666667,1.19981309806472
"288992","2019-01-15 20:00:00",12939,62.0222222222222,48.2444444444444,40.80097,-124.15853,1003.22755555556,1.51122222222222,2.47433333333333,2.655,2.47433333333333,2.906124,14.8333333333333,1.06682023457497
"289737","2019-01-15 21:00:00",12939,61.5227272727273,46.9318181818182,40.80097,-124.15853,1003.53311111111,0.233755050505051,0.442762626262626,0.51639898989899,0.442762626262626,1.95341670707071,14.875,0.669579996810632
"290480","2019-01-15 22:00:00",12939,61,47.2222222222222,40.80097,-124.15853,1004.35022222222,0.533888888888889,0.487777777777778,0.180444444444444,0.487777777777778,1.95226222222222,14.9166666666667,0.668988814123568
"291201","2019-01-15 23:00:00",12939,60.6666666666667,49.6666666666667,40.80097,-124.15853,1004.78444444444,0.438888888888889,0.201888888888889,0.294444444444444,0.201888888888889,1.59418977777778,14.9583333333333,0.466365630858259
"273183","2019-01-15 00:00:00",15801,59.2444444444444,44.9555555555556,41.151928,-124.13572,1003.952,0.144222222222222,0.194444444444444,0.332,0.194444444444444,1.99167555555556,14,0.688976272179954
"274012","2019-01-15 01:00:00",15801,58.8,47.0444444444444,41.151928,-124.13572,1003.49044444444,0.148444444444444,0.179222222222222,0.289222222222222,0.179222222222222,1.80572577777778,14.0416666666667,0.590962603918815
"274837","2019-01-15 02:00:00",15801,58,49.6444444444444,41.151928,-124.13572,1003.35266666667,0.135,0.189777777777778,0.362333333333333,0.189777777777778,1.58973688888889,14.0833333333333,0.463568523852799
"275655","2019-01-15 03:00:00",15801,58,49.4666666666667,41.151928,-124.13572,1003.08911111111,0.145,0.176444444444444,0.337777777777778,0.176444444444444,1.59789688888889,14.125,0.468688320161429
"276466","2019-01-15 04:00:00",15801,58.5333333333333,48.1111111111111,41.151928,-124.13572,1002.31422222222,0.145,0.170888888888889,0.356888888888889,0.170888888888889,1.71047911111111,14.1666666666667,0.536773513207261
"277274","2019-01-15 05:00:00",15801,59.4666666666667,46.4222222222222,41.151928,-124.13572,1001.94711111111,0.145,0.105444444444444,0.316888888888889,0.105444444444444,1.82007955555556,14.2083333333333,0.598880211977084
"278090","2019-01-15 06:00:00",15801,60.7333333333333,49.0666666666667,41.151928,-124.13572,1002.266,0.0998888888888889,0.136888888888889,0.275111111111111,0.136888888888889,1.61124977777778,14.25,0.477010137352107
"278907","2019-01-15 07:00:00",15801,60,54.9555555555556,41.151928,-124.13572,1002.662,5.64222222222222,15.8386666666667,24.1907777777778,15.7603333333333,9.29620133333333,14.2916666666667,2.22960585793584
"279724","2019-01-15 08:00:00",15801,59.6222222222222,60.1333333333333,41.151928,-124.13572,1002.66688888889,4.92244444444444,12.0688888888889,17.4656666666667,11.9165555555556,6.84091511111111,14.3333333333333,1.92292151085976
"280535","2019-01-15 09:00:00",15801,58.7555555555556,64.9777777777778,41.151928,-124.13572,1003.28133333333,0.223222222222222,0.870555555555556,1.52044444444444,0.870555555555556,0.640064444444445,14.375,-0.446186413253319
"281339","2019-01-15 10:00:00",15801,58.2666666666667,67.3111111111111,41.151928,-124.13572,1003.14488888889,0.0906666666666667,0.157555555555556,0.409666666666667,0.157555555555556,0.0676524444444437,14.4166666666667,-2.69337179132349
"282146","2019-01-15 11:00:00",15801,60.9111111111111,66.4888888888889,41.151928,-124.13572,1002.15933333333,0.09,0.134222222222222,0.331777777777778,0.134222222222222,0.125479111111111,14.4583333333333,-2.07561597959365
"282950","2019-01-15 12:00:00",15801,62.7111111111111,64.6,41.151928,-124.13572,1000.994,1.01688888888889,2.02277777777778,2.31,1.79466666666667,1.15648533333333,14.5,0.145385520666294
"283749","2019-01-15 13:00:00",15801,63.4222222222222,60.8222222222222,41.151928,-124.13572,1000.16688888889,0.268777777777778,0.667777777777778,1.09211111111111,0.667777777777778,0.887862222222222,14.5416666666667,-0.118938703182929
"284539","2019-01-15 14:00:00",15801,63.1333333333333,60.0666666666667,41.151928,-124.13572,999.965555555556,0.360888888888889,0.885,1.51766666666667,0.885,1.06606,14.5833333333333,0.063969609337938
"285320","2019-01-15 15:00:00",15801,62,63.7777777777778,41.151928,-124.13572,999.720888888889,0.141111111111111,0.118666666666667,0.350222222222222,0.118666666666667,0.348314666666666,14.625,-1.054648993204
"286095","2019-01-15 16:00:00",15801,61.8,61.3777777777778,41.151928,-124.13572,999.589777777778,1.18533333333333,1.56433333333333,1.54211111111111,1.50844444444444,1.28103822222222,14.6666666666667,0.247670860269787
"286857","2019-01-15 17:00:00",15801,61,59.3111111111111,41.151928,-124.13572,999.549333333333,6.53433333333333,10.239,10.799,8.44077777777778,5.08966088888889,14.7083333333333,1.62721120533494
"287608","2019-01-15 18:00:00",15801,60,61.3777777777778,41.151928,-124.13572,999.556222222222,2.24411111111111,3.67511111111111,4.03766666666667,3.15255555555556,2.14255244444444,14.75,0.761997849343977
"288338","2019-01-15 19:00:00",15801,60.0666666666667,62.4666666666667,41.151928,-124.13572,999.593777777778,1.17166666666667,2.06777777777778,1.82977777777778,2.02911111111111,1.46109422222222,14.7916666666667,0.379185622285386
"289082","2019-01-15 20:00:00",15801,59.9555555555556,62.6444444444444,41.151928,-124.13572,999.815333333333,0.253777777777778,0.234,0.494222222222222,0.234,0.505309333333333,14.8333333333333,-0.682584495979472
"289824","2019-01-15 21:00:00",15801,58.9772727272727,65.5,41.151928,-124.13572,1000.17888888889,0.255,0.182171717171717,0.372545454545455,0.182171717171717,0.23485797979798,14.875,-1.44877428881097
"290562","2019-01-15 22:00:00",15801,58.4444444444444,64.7333333333333,41.151928,-124.13572,1000.53422222222,0.255,0.371555555555556,0.578777777777778,0.371555555555556,0.399415111111111,14.9166666666667,-0.917754024186558
"291283","2019-01-15 23:00:00",15801,58.8444444444444,64.0222222222222,41.151928,-124.13572,1001.00733333333,0.280888888888889,0.632666666666667,0.502888888888889,0.632666666666667,0.596824,14.9583333333333,-0.516133016423954
