"","ID","Date.Local","Latitude","Longitude","t","PM2.5"
"334","6_1_11","1/1/19",37.814781,-122.282347,0.083333333,6
"335","6_1_11","1/1/19",37.814781,-122.282347,0.125,4
"336","6_1_11","1/1/19",37.814781,-122.282347,0.166666667,1e-04
"337","6_1_11","1/1/19",37.814781,-122.282347,0.208333333,1e-04
"338","6_1_11","1/1/19",37.814781,-122.282347,0.25,1e-04
"339","6_1_11","1/1/19",37.814781,-122.282347,0.291666667,3
"340","6_1_11","1/1/19",37.814781,-122.282347,0.333333333,5
"341","6_1_11","1/1/19",37.814781,-122.282347,0.375,4
"342","6_1_11","1/1/19",37.814781,-122.282347,0.416666667,3
"343","6_1_11","1/1/19",37.814781,-122.282347,0.458333333,2
"344","6_1_11","1/1/19",37.814781,-122.282347,0.5,1e-04
"345","6_1_11","1/1/19",37.814781,-122.282347,0.541666667,1e-04
"346","6_1_11","1/1/19",37.814781,-122.282347,0.583333333,2
"347","6_1_11","1/1/19",37.814781,-122.282347,0.625,1
"348","6_1_11","1/1/19",37.814781,-122.282347,0.666666667,1
"349","6_1_11","1/1/19",37.814781,-122.282347,0.708333333,3
"350","6_1_11","1/1/19",37.814781,-122.282347,0.75,15
"351","6_1_11","1/1/19",37.814781,-122.282347,0.791666667,20
"352","6_1_11","1/1/19",37.814781,-122.282347,0.833333333,21
"353","6_1_11","1/1/19",37.814781,-122.282347,0.875,23
"354","6_1_11","1/1/19",37.814781,-122.282347,0.916666667,19
"355","6_1_11","1/1/19",37.814781,-122.282347,0.958333333,20
"356","6_1_11","1/2/19",37.814781,-122.282347,1,15
"357","6_1_11","1/2/19",37.814781,-122.282347,1.041666667,13
"358","6_1_11","1/2/19",37.814781,-122.282347,1.083333333,12
"359","6_1_11","1/2/19",37.814781,-122.282347,1.125,11
"360","6_1_11","1/2/19",37.814781,-122.282347,1.166666667,9
"361","6_1_11","1/2/19",37.814781,-122.282347,1.208333333,9
"362","6_1_11","1/2/19",37.814781,-122.282347,1.25,10
"363","6_1_11","1/2/19",37.814781,-122.282347,1.291666667,16
